,LEVEL,POSITION,TECH_STACK,EXPERIENCE,GENDER,COMPANY,COMPANY_SIZE,WORK_TYPE,CITY,CURRENCY,SALARY_FOR_OTHER_CURRENCY,SALARY_FOR_TL_CURRENCY,MIN_TL,MAX_TL,CUR_MIN,CUR_MAX
117,Junior,FULL STACK DEVELOPER,"JavaScript | Html | Css, Vue",1 - 3 Yıl,Erkek,Startup,10 - 25 Kişi,Hibrit,Antalya,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
118,Middle,GAME DEVELOPER,Unity,3 - 5 Yıl,Erkek,Oyun,1 - 10 Kişi,Remote,Diğer,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
119,Senior,FULL STACK DEVELOPER,"Java, .Net, Php, Go, Ruby, Kotlin, Swift / Objective C, JavaScript | Html | Css, Flutter, React Native",7 - 10 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
120,Middle,BACK-END DEVELOPER,.Net,3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
121,Senior,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css, Vue",7 - 10 Yıl,Erkek,Dijital / Reklam Ajansı,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
122,Senior,BACK-END DEVELOPER,.Net,10 - 14 Yıl,Erkek,Dijital / Reklam Ajansı,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
123,Junior,FULL STACK DEVELOPER,"Java, Python, JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İzmir,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
124,Senior,FULL STACK DEVELOPER,".Net, Vue",5 - 7 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
125,Middle,FULL STACK DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
126,Middle,BACK-END DEVELOPER,"Java, Go, Python",3 - 5 Yıl,Erkek,E-Ticaret,250+,Remote,Ankara,₺ - Türk Lirası,,27.000 TL - 27.999 TL,27000.0,27999.0,0.0,0.0
127,Senior,FULL STACK DEVELOPER,"Php, Go, Python, Swift / Objective C, JavaScript | Html | Css, React, Vue, React Native",15 Yıl ve üzeri,Erkek,Outsource,1 - 10 Kişi,Geçici Hibrit,Yurt Dışı,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
128,Middle,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css, Vue",1 - 3 Yıl,Erkek,E-Ticaret,1 - 10 Kişi,Remote,Yurt Dışı,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
129,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React, React Native",1 - 3 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,Ankara,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
130,Middle,FULL STACK DEVELOPER,".Net, Vue, Angular",3 - 5 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
131,Senior,SOFTWARE DEVELOPMENT MANAGER,"Java, Kotlin, Swift / Objective C, React",10 - 14 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,39.000 TL - 39.999 TL,39000.0,39999.0,0.0,0.0
132,Middle,BACK-END DEVELOPER,".Net, Node js",5 - 7 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
133,Junior,MOBILE APPLICATION DEVELOPER,Flutter,0 - 1 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,Yurt Dışı,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
134,Senior,BACK-END DEVELOPER,Java,5 - 7 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
135,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",1 - 3 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
136,Middle,BACK-END DEVELOPER,"Php, React",1 - 3 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
137,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, Vue, Flutter",3 - 5 Yıl,Kadın,Outsource,50 - 100 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
138,Middle,QA / TEST AUTOMATION DEVELOPER,Java,3 - 5 Yıl,Erkek,E-Ticaret,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
139,Senior,TEAM / TECH LEAD,"Kotlin, JavaScript | Html | Css",5 - 7 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,29.000 TL - 29.999 TL,29000.0,29999.0,0.0,0.0
140,Middle,MOBILE APPLICATION DEVELOPER,"Swift / Objective C, Flutter",1 - 3 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
141,Middle,BACK-END DEVELOPER,JavaScript | Html | Css,3 - 5 Yıl,Erkek,E-Ticaret,25 - 50 Kişi,Hibrit,Ankara,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
142,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue, React Native",3 - 5 Yıl,Erkek,Oyun,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
143,Middle,MOBILE APPLICATION DEVELOPER,Flutter,1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
144,Junior,FRONT-END DEVELOPER,React,0 - 1 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
145,Senior,BACK-END DEVELOPER,.Net,5 - 7 Yıl,Erkek,Kurumsal,250+,Geçici Hibrit,Kocaeli ,₺ - Türk Lirası,,24.000 TL - 24.999 TL,24000.0,24999.0,0.0,0.0
146,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Angular",3 - 5 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
147,Junior,QA / TEST AUTOMATION DEVELOPER,Java,1 - 3 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
148,Middle,DEVOPS ENGINEER,Yazılım geliştirmiyorum,1 - 3 Yıl,Kadın,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
149,Senior,FULL STACK DEVELOPER,"Ruby, React",5 - 7 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,€ - Euro,3.000 - 3.999,,58410.0,77860.53,3000.0,3999.0
150,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue",3 - 5 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
151,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",1 - 3 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
152,Senior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
153,Middle,FULL STACK DEVELOPER,.Net,15 Yıl ve üzeri,Erkek,DIGER,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
154,Senior,TEAM / TECH LEAD,".Net, JavaScript | Html | Css, Angularjs,c#",10 - 14 Yıl,Erkek,Startup,50 - 100 Kişi,Hibrit,Antalya,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
155,Senior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,7 - 10 Yıl,Erkek,Startup,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,30.000 TL - 30.999 TL,30000.0,30999.0,0.0,0.0
156,Senior,TEAM / TECH LEAD,"Java, Kotlin, Swift / Objective C",3 - 5 Yıl,Erkek,Startup,50 - 100 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
157,Junior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
158,Middle,FULL STACK DEVELOPER,"Python, JavaScript | Html | Css",3 - 5 Yıl,Erkek,Outsource,250+,Geçici Remote,Krakow,€ - Euro,2.000 - 2.999,,38940.0,58390.53,2000.0,2999.0
159,Junior,BACK-END DEVELOPER,"JavaScript | Html | Css, React, Nest.js",1 - 3 Yıl,Erkek,Startup,10 - 25 Kişi,Ofis,Antalya,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
160,Middle,FULL STACK DEVELOPER,".Net, Go, JavaScript | Html | Css, React, Angular",5 - 7 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
161,Senior,BACK-END DEVELOPER,Php,15 Yıl ve üzeri,Erkek,Startup,10 - 25 Kişi,Hibrit,İzmir,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
162,Middle,DATA SCIENTIST,"Python, SQL",3 - 5 Yıl,Erkek,Oyun,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,40.000 TL - 40.999 TL,40000.0,40999.0,0.0,0.0
163,Senior,FULL STACK DEVELOPER,Delphi,15 Yıl ve üzeri,Erkek,Kurumsal,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
164,Middle,FULL STACK DEVELOPER,"Go, Vue, Flutter",1 - 3 Yıl,Erkek,Outsource,1 - 10 Kişi,Hibrit,İstanbul,$ - Dolar,10.000 ve üzeri,,186300.0,204911.37,10000.0,10999.0
165,Middle,FULL STACK DEVELOPER,".Net, Angular",1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
166,Middle,FRONT-END DEVELOPER,Angular,3 - 5 Yıl,Kadın,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
167,Junior,BACK-END DEVELOPER,"Java, Go",0 - 1 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
168,Senior,DATA SCIENTIST,"Java, Python",5 - 7 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
169,Junior,FRONT-END DEVELOPER,JavaScript | Html | Css,0 - 1 Yıl,Erkek,Kurumsal,250+,Ofis,İzmir,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
170,Senior,FRONT-END DEVELOPER,React,7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İzmir,₺ - Türk Lirası,,30.000 TL - 30.999 TL,30000.0,30999.0,0.0,0.0
171,Middle,SOFTWARE ARCHITECT,"Python, JavaScript | Html | Css",3 - 5 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Geçici Remote,Miami,$ - Dolar,3.000 - 3.999,,55890.0,74501.37,3000.0,3999.0
172,Junior,BACK-END DEVELOPER,"Php, React",1 - 3 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
173,Senior,TEAM / TECH LEAD,"Python, Ruby",7 - 10 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,37.000 TL - 37.999 TL,37000.0,37999.0,0.0,0.0
174,Junior,FRONT-END DEVELOPER,"React, React Native",1 - 3 Yıl,Erkek,Outsource,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
175,Middle,MOBILE APPLICATION DEVELOPER,Kotlin,3 - 5 Yıl,Erkek,Outsource,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
176,Senior,EMBEDDED SOFTWARE DEVELOPER,"Python, C / C++",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,Yurt Dışı,€ - Euro,4.000 - 4.999,,77880.0,97330.53,4000.0,4999.0
177,Junior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,0 - 1 Yıl,Erkek,Dijital / Reklam Ajansı,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
178,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, Angular",1 - 3 Yıl,Erkek,Outsource,10 - 25 Kişi,Ofis,Yurt Dışı,€ - Euro,2.000 - 2.999,,38940.0,58390.53,2000.0,2999.0
179,Junior,BACK-END DEVELOPER,Java,0 - 1 Yıl,Erkek,E-Ticaret,250+,Remote,Muğla,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
180,Junior,QA / TEST AUTOMATION DEVELOPER,.Net,0 - 1 Yıl,Erkek,Outsource,250+,Remote,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
181,Senior,BACK-END DEVELOPER,"Java, Python",7 - 10 Yıl,Erkek,Kurumsal,250+,Geçici Hibrit,Yurt Dışı,€ - Euro,3.000 - 3.999,,58410.0,77860.53,3000.0,3999.0
182,Senior,FRONT-END DEVELOPER,"Php, JavaScript | Html | Css, Angular",5 - 7 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
183,Senior,FULL STACK DEVELOPER,Php,7 - 10 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,Antalya,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
184,Senior,CTO,"Java, .Net, Php, Python, Swift / Objective C, C / C++, JavaScript | Html | Css, React, Vue, Angular, React Native",15 Yıl ve üzeri,Erkek,E-Ticaret,25 - 50 Kişi,Geçici Hibrit,Kocaeli,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
185,Senior,SOFTWARE ARCHITECT,"Java, .Net, Php, Go, Python, React, Angular, React Native, Unreal",7 - 10 Yıl,Erkek,Kurumsal,250+,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
186,Senior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,5 - 7 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,35.000 TL - 35.999 TL,35000.0,35999.0,0.0,0.0
187,Senior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,3 - 5 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
188,Senior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,10 - 14 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
189,Middle,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css",10 - 14 Yıl,Erkek,Dijital / Reklam Ajansı,1 - 10 Kişi,Geçici Remote,İzmir,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
190,Middle,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",3 - 5 Yıl,Erkek,Startup,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
191,Junior,FULL STACK DEVELOPER,"Java, Quick",1 - 3 Yıl,Erkek,DIGER,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
192,Senior,BACK-END DEVELOPER,".Net, JavaScript | Html | Css",10 - 14 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
193,Middle,BACK-END DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
194,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Angular, Delphi",15 Yıl ve üzeri,Erkek,Kurumsal,100 - 250 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
195,Middle,FULL STACK DEVELOPER,.Net,5 - 7 Yıl,Erkek,Outsource,250+,Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
196,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Angular",10 - 14 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,Yurt Dışı,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
197,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Oyun,10 - 25 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
198,Senior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",7 - 10 Yıl,Erkek,Kurumsal,250+,Hibrit,İzmir,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
199,Senior,EMBEDDED SOFTWARE DEVELOPER,C / C++,10 - 14 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
200,Middle,FULL STACK DEVELOPER,".Net, Angular",1 - 3 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
201,Senior,FRONT-END DEVELOPER,React,5 - 7 Yıl,Erkek,Oyun,250+,Hibrit,İstanbul,₺ - Türk Lirası,,27.000 TL - 27.999 TL,27000.0,27999.0,0.0,0.0
202,Senior,TEAM / TECH LEAD,.Net,5 - 7 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
203,Senior,TEAM / TECH LEAD,Ruby,10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,32.000 TL - 32.999 TL,32000.0,32999.0,0.0,0.0
204,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",10 - 14 Yıl,Erkek,Fintech / Finans,100 - 250 Kişi,Remote,Yurt Dışı,€ - Euro,4.000 - 4.999,,77880.0,97330.53,4000.0,4999.0
205,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
206,Senior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",3 - 5 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,50.000 TL ve üzeri,50000.0,60000.0,0.0,0.0
207,Senior,DEVOPS ENGINEER,Java,3 - 5 Yıl,Erkek,Startup,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
208,Middle,BACK-END DEVELOPER,".Net, Go",10 - 14 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
209,Junior,MOBILE APPLICATION DEVELOPER,React Native,0 - 1 Yıl,Erkek,E-Ticaret,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
210,Senior,SOFTWARE ARCHITECT,.Net,10 - 14 Yıl,Erkek,E-Ticaret,250+,Hibrit,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
211,Junior,BACK-END DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
212,Senior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,27.000 TL - 27.999 TL,27000.0,27999.0,0.0,0.0
213,Senior,MOBILE APPLICATION DEVELOPER,Kotlin,5 - 7 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
214,Senior,FRONT-END DEVELOPER,"React, Vue",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
215,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Vue, Angular",15 Yıl ve üzeri,Erkek,Kurumsal,10 - 25 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
216,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React, Vue, Angular",10 - 14 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,50.000 TL ve üzeri,50000.0,60000.0,0.0,0.0
217,Junior,BACK-END DEVELOPER,.Net,5 - 7 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
218,Junior,BACK-END DEVELOPER,Go,0 - 1 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
219,Middle,BACK-END DEVELOPER,".Net, JavaScript | Html | Css, Vue",3 - 5 Yıl,Erkek,Outsource,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
220,Middle,DATA SCIENTIST,Python,1 - 3 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
221,Junior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",0 - 1 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
222,Middle,BACK-END DEVELOPER,Java,5 - 7 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,Eskişehir,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
223,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
224,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, Angular",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
225,Middle,FULL STACK DEVELOPER,.Net,3 - 5 Yıl,Erkek,Outsource,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
226,Senior,FULL STACK DEVELOPER,".Net, Php, C / C++, JavaScript | Html | Css",5 - 7 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
227,Middle,FULL STACK DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
228,Middle,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css, Vue",5 - 7 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
229,Middle,DEVOPS ENGINEER,Python,1 - 3 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
230,Middle,FRONT-END DEVELOPER,JavaScript | Html | Css,1 - 3 Yıl,Erkek,Outsource,10 - 25 Kişi,Geçici Remote,Ankara,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
231,Middle,FULL STACK DEVELOPER,"Python, React",1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
